player,dealer,ace,action: stand,action: hit
13,10,False,-0.6738536717948032,-0.05127037340150706
15,8,False,-0.5622080844353143,-0.8122881937556288
20,10,False,0.2256808694755589,-0.882238555462513
6,4,False,-0.37702081004470667,-0.20447902811273594
13,9,False,-0.7086728144236275,-0.4241058133671868
20,9,False,0.8568199683765072,-0.8247869721249437
12,6,False,-0.38198317620500055,-0.02735386991124031
17,6,False,-0.040100366602282,-0.4945706068780309
19,6,False,0.5702541864392746,-0.8241513060103072
15,10,False,-0.7064876135854224,-0.60500266558127
18,3,False,0.0802752493275059,-0.8407636690402709
14,10,True,-0.527762120674514,-0.14665349015453766
10,10,False,-0.35678498786105173,0.07559810620639629
14,10,False,-0.6647411353011079,-0.19470086469749923
20,2,False,0.5198329462839023,-0.7727496294080667
12,5,True,0.11346658332201928,0.32496156939606924
13,5,True,-0.25519472046614267,-0.11691777710770365
16,9,False,-0.4792478902953045,-0.9019282101593675
6,8,False,-0.8507750743690268,-0.27764908263627686
12,8,False,-0.568667165437265,-0.03362800322242783
17,8,False,-0.24495135064929272,-0.8304603837653464
12,5,False,-0.3797525968667743,-0.5252947055746297
12,10,False,-0.7369202323528345,-0.3390202360406643
16,6,False,-0.07575879724831344,-0.6631799573943812
8,3,False,-0.5208035495805635,-0.307450746587648
15,5,False,-0.16864933351371067,-0.5889557613473646
17,1,False,-0.6890340534452959,-0.8658373875790553
17,9,False,-0.8421526877521976,-0.6903863944404396
19,9,False,0.5578066009561607,-0.7282734899606226
17,10,False,-0.5930424472386939,-0.7950646102388363
14,7,False,-0.6547377997404799,-0.18567216800423503
17,7,False,-0.27226476663697113,-0.4399975577160561
18,6,False,0.4117221856163886,-0.45065263552409496
20,6,False,0.820833646614903,-0.9882757785050442
14,5,False,-0.15812211179916688,-0.3507650788163869
14,3,False,-0.8692989182408195,-0.5699610511801364
17,3,False,-0.3422730459026297,-0.6552636955156971
12,7,False,-0.4338781074779437,-0.28329627381482847
13,6,True,-0.15961027433080735,0.29737476620574066
20,6,True,0.8896235426236053,0.14466311044825345
18,10,False,-0.029208576262549316,-0.7064369814610001
6,6,False,-0.43129246171634406,0.04379595816142372
16,10,False,-0.34867872432858743,-0.8889372977901702
14,4,False,-0.12308655797682354,-0.36064647581199316
8,10,False,-0.728474815327127,-0.3784330805273736
19,5,False,0.34597864201929046,-0.8462061743582441
20,1,False,0.5490348548392686,-0.8615711085895161
15,6,False,0.005414469755502943,-0.5516830509601607
9,9,False,-0.7299708882926289,0.1102798796827563
17,5,False,0.005105481869355791,-0.7387667729603169
15,7,False,-0.7288347333286772,-0.20463593882016537
21,6,True,0.9899946796884362,0.32330971931309405
21,6,False,0.9979058705213714,-0.9999999999999996
19,10,True,-0.02199800073924396,-0.508856405381641
8,9,False,-0.38014357924169373,0.015936699551558783
14,9,False,-0.7238502405032702,-0.2971010724601788
15,9,True,-0.7771984203253829,-0.46298134120693435
19,10,False,0.4034342610504652,-0.6511211049501572
12,3,False,-0.692128875286726,-0.6914265419047761
16,2,True,-0.5341064756552905,0.08478790572829029
17,2,True,0.30752160996837785,-0.3943071277281738
21,7,True,0.8556840253241206,0.4059244381811812
20,3,False,0.5583883503006041,-0.9689019794018414
9,1,False,-0.7402284862425456,-0.1984032404801343
19,1,False,0.0697892037991036,-0.7941229860579263
11,3,False,-0.6248131180872026,0.2812194481441558
21,3,False,0.9645794161301637,-0.9999999999999996
13,10,True,-0.7160780306346137,-0.06764840765183798
10,5,False,-0.2869571478729496,-0.12449543097944635
16,5,False,-0.387855141288153,-0.7586949479742479
8,8,False,-0.7071732734151555,0.15611056591414368
20,1,True,0.09112701640186392,-0.5707262283179582
12,1,False,-0.8097819087786621,-0.5789264508612401
16,4,False,-0.0966732048013023,-0.7265247429222863
6,2,False,-0.6155843245976039,-0.12107483111510722
17,5,True,0.39737423995549376,-0.1491742811548472
7,10,False,-0.8039278678011849,-0.06439481469421665
13,6,False,0.06550027207791209,-0.4523964427428322
11,1,False,-0.8674182640713319,-0.3754808442989734
11,10,False,-0.5788680502408943,-0.11305673063731965
21,10,False,0.7861323657382039,-0.9999999999999996
11,7,False,-0.4656645009882394,0.27376749787564736
14,2,False,0.20952598772326508,-0.6629683297076805
15,2,False,-0.39092235504809725,-0.679310993194069
21,2,False,0.9484238112774334,-0.9999999999999996
6,3,False,-0.5198628381684662,-0.27927436266364747
18,5,False,0.12541601211311232,-0.44137827503341165
11,4,False,-0.3454849485786685,0.3633997113674527
21,1,True,0.6293367627735974,-0.2008340393932634
16,1,False,-0.9800508335157355,-0.7124568781626147
13,3,False,-0.6472416954910627,-0.38913160658335444
17,2,False,-0.12378812403919359,-0.7456528837740595
19,3,False,0.5994932991332963,-0.9222541540114236
18,7,True,0.606516622214607,-0.08763044316301347
18,7,False,0.5371393867683181,-0.8282824908910876
18,4,False,0.25544741433852963,-0.8373756190157811
14,5,True,-0.43754872587157034,0.25851270022540573
19,5,True,0.6282391567156496,-0.052350588088605474
6,10,False,-0.6250992591098168,-0.16229019899338826
10,2,False,-0.34788321728880567,-0.1033405864413331
7,9,False,-0.5483647001022444,-0.32669893652713355
12,4,False,-0.5892311322175501,-0.10625584243445207
14,4,True,-0.296117101306825,0.22662019013802553
13,7,False,-0.5271043675560177,-0.2050127581670076
19,7,False,0.8759331229121586,-0.806133047428745
8,4,False,-0.5795598325364575,0.16808589803478907
16,8,False,-0.6670801967485631,-0.38642786932888795
9,10,False,-0.8190038156225563,-0.20559104868929323
13,8,False,-0.5190230843839986,-0.3522973378015588
21,8,True,0.9967319994655575,0.22243615599569283
8,2,False,-0.6164476997369734,-0.40123176844710073
16,2,False,-0.4466421921392084,-0.7425950927917169
21,5,False,0.9183026725595858,-0.9999999999999996
17,10,True,-0.4564777356144641,-0.04013942899192576
20,7,True,0.6297028673956935,-0.013739787418070207
20,7,False,0.7580733204398136,-0.9359946565533351
17,6,True,-0.3249322389348637,-0.06499758304185012
18,1,False,-0.6597267262604245,-0.8926302384840352
13,2,False,-0.7506177159166895,-0.2170050037930149
18,9,False,-0.08844688097892935,-0.7664389507343395
8,7,False,-0.6519537084545011,-0.09629232071066393
5,3,False,-0.018756008655191836,-0.5538157726836296
11,6,False,-0.16998927090634008,0.3868656822624811
14,6,False,0.12434191815202933,-0.6408836621961174
13,4,False,-0.2750866914718293,-0.07776171811400294
19,4,False,0.2634004277399954,-0.7642875543594043
5,10,False,-0.603623660144673,0.020411887899067893
13,8,True,-0.7230876441994208,0.08322194481645032
10,9,False,-0.5562536633489441,-0.051367666110108734
10,6,False,-0.11923428890626984,0.6374564650699405
20,8,True,0.9097793060852752,0.2713931617151153
18,8,False,0.029022725994428344,-0.7170452448737668
14,6,True,-0.4430700907436912,0.22629905225492492
8,6,False,-0.2996214105925452,-0.029890106051067726
21,3,True,0.9268326584380463,-0.08296692024863382
10,1,False,-0.6152914491654058,-0.15426121884928418
9,8,False,-0.6731521998691639,-0.0593897215039241
14,1,False,-0.8886993844528214,-0.703871291047276
4,8,False,-0.37908242353435295,-0.33212971685184095
20,5,False,0.5511540419124941,-0.7545783905856616
18,1,True,-0.01714871043556701,-0.6235718605937518
11,9,False,-0.5611976716277155,-0.3442595383571253
21,9,False,0.9994539977731604,-0.9999999999999996
8,5,False,-0.4986028059533796,-0.06189281566501209
9,2,False,-0.85445178220288,0.32287518732694925
19,2,False,0.4200400716238972,-0.879342286165785
14,9,True,-0.33728881707136293,-0.5146160924639762
21,9,True,0.8390047307251672,0.15855299342491666
16,7,False,-0.5928166138485044,-0.8548990352790955
12,9,True,-0.7833065718033847,0.06113175206622856
9,5,False,-0.08349716231677039,-0.48483320076054437
11,8,False,-0.5568746571577805,0.030445868675244223
12,9,False,-0.7071288996291075,-0.18405863993245847
19,3,True,0.41372724108971004,-0.007994988237435469
18,8,True,0.09519112236874151,-0.37173967555931053
10,7,False,-0.43484566047186407,-0.16396966932239945
21,1,False,0.6405678286726709,-0.9999999999999996
14,8,True,-0.5680636596879814,-0.3511402670617691
14,8,False,-0.6745252064765024,-0.6353287145217407
6,1,False,-0.7235506828261798,-0.4686972494660331
17,4,False,0.10144874970680604,-0.5334805571855292
12,2,False,-0.6692931087944686,-0.3481119766665203
21,10,True,0.8805109074309533,0.36908881290796725
20,4,False,0.8652047042120735,-0.7949785535996968
12,10,True,-0.9070456808572815,0.10355922428299309
5,5,False,-0.3187276693628655,-0.17259137787726714
11,2,False,-0.3360759994603546,-0.17094013472643854
15,3,False,-0.20019003349394518,-0.9494437909835995
15,9,False,-0.6060298967029698,-0.48103466914901627
15,10,True,-0.7663709336761515,-0.22143650586372168
16,10,True,-0.6260465641270595,0.13271766400421933
9,3,False,-0.17804075966680497,-0.031412332750855
16,3,False,-0.044744931113522304,-0.6491591661166565
15,1,False,-0.9533068041217521,-0.4489335986401159
18,10,True,-0.6420486140661027,-0.054277448769458225
7,5,False,-0.11225682291274096,-0.45857578762292006
18,2,False,-0.2658916632961321,-0.5917931123485534
6,9,False,-0.3823499597934406,-0.5612522441997345
20,3,True,0.7742498283816039,-0.1487849322996672
20,2,True,0.8821239977621589,0.1252749473843564
13,1,True,-0.9708167185844908,-0.4769151105651934
19,1,True,-0.38714027453304284,-0.6118494199560239
21,2,True,0.9389647538642988,0.38982315001190837
21,7,False,0.9986453117175393,-0.9999999999999996
15,4,False,-0.33812538755415333,-0.39460833097897263
21,4,True,0.8957780399921038,0.0960302406331931
8,1,False,-0.9263041111759472,-0.3200454250955237
20,8,False,0.935816656887372,-0.8727579628083993
21,8,False,0.9662501056657092,-0.9999999999999996
15,5,True,-0.42676907975651085,-0.004617619962931238
14,7,True,-0.7087062492336227,0.022928185647389354
15,7,True,-0.582524945560759,-0.12341037102544938
17,7,True,-0.2680882402293724,-0.17943680898354414
18,5,True,-0.16681516630255752,-0.07767764294122331
10,3,False,-0.22331292189986024,0.05245795262015415
14,1,True,-0.7468622543422204,-0.5242357305753239
20,10,True,0.5474491327944179,0.015201856611947078
11,5,False,-0.3321383925254065,0.09218157098917862
7,2,False,-0.24720655987746595,-0.3990829954210676
20,9,True,0.7528201792435514,0.031359648651919814
7,6,False,-0.22693936709326668,0.046487670400373354
10,8,False,-0.5201552120535284,0.15539809382333225
19,8,False,0.46627439335293286,-0.7377236325383131
13,1,False,-0.7888377703651723,-0.5860920243928175
9,7,False,-0.5120520690422364,0.2333269420838146
21,5,True,0.9574452587046596,0.272070584698245
16,5,True,-0.23451780424012938,0.23589260852522548
5,4,False,-0.48234037924631584,-0.19033482427571224
10,4,False,-0.5843891020106187,0.5003169717037675
16,7,True,-0.6815629586013945,-0.4000923166059748
7,7,False,-0.6346718088480346,0.06732759881957266
15,6,True,-0.5217179132886983,0.19211382777342573
7,1,False,-0.9273696336449374,-0.5323861781953879
7,8,False,-0.7144951743473351,-0.21852416518456522
20,4,True,0.7557506688621158,-0.05731060878555998
6,5,False,-0.46027332580883673,-0.24629894742440045
13,5,False,-0.6312640280289316,-0.19165867968804134
20,5,True,0.7257277934006302,0.29555568554129397
19,6,True,0.5749077396221344,-0.22980326709201765
5,6,False,-0.07800830389516886,-0.3908181602297832
4,5,False,-0.46651377200560196,-0.2184257546459164
19,7,True,0.7617902002865508,0.19879724493573278
19,4,True,0.38585767522144704,-0.003926821884697562
16,6,True,-0.4555044209756283,0.1703342731204468
7,3,False,-0.1042509661714627,-0.426875632615624
15,8,True,-0.7363132863152743,-0.12559461510255368
12,7,True,-0.7381514650789079,0.2427506255354302
6,7,False,-0.6115254377392663,-0.2695096891548536
18,2,True,0.23012563911653547,0.12652783256412647
9,4,False,-0.2758446228414214,-0.13576268591999974
17,8,True,-0.4495948427639992,-0.09574728835005841
21,4,False,0.8718891888154425,-0.9999999999999996
7,4,False,-0.27261288213196627,-0.037260231911678016
16,8,True,-0.285748874670429,-0.48459435380274113
17,1,True,-0.8001806234516332,-0.40852333716852895
17,4,True,-0.2210282363047735,-0.005356361747719279
12,2,True,-0.3570433161823745,0.04091288439154678
16,4,True,-0.6234895373830622,-0.17828781125039256
19,8,True,0.8112054431319636,-0.10270882182590135
12,1,True,-0.9167414074977532,-0.08844960957174838
15,2,True,-0.44832922540580766,0.0840731580693854
5,1,False,-0.9493005279596164,-0.5448313549792596
4,7,False,-0.8540641507687274,-0.041734310017455124
18,4,True,0.3862147817495184,-0.350120356675104
5,2,False,-0.6011515234824346,-0.228828344433755
18,6,True,0.369179137506205,0.0024034164317081608
14,3,True,-0.4601912184626207,-0.03219759826863862
4,9,False,-0.7169775171458197,-0.4795294057542878
13,2,True,-0.3893345163803765,0.024162988197687765
13,3,True,-0.5822683589965483,-0.5442743480678663
17,3,True,-0.48981316928905494,-0.033572773121804955
15,1,True,-0.7459466265561295,-0.5899549477055198
16,9,True,-0.4396162121991005,-0.2300446941059755
13,4,True,-0.473569997771778,-0.13713179222356942
13,7,True,-0.36778050562698406,-0.0043818541824137
9,6,False,-0.27106890190493527,0.14622485996651957
18,3,True,0.47118749832302537,-0.1240513856788039
19,2,True,0.397599655295796,-0.383269945068923
15,4,True,-0.38192265414261595,0.002042482959272701
12,8,True,-0.47458096713866105,-0.1698691937896557
14,2,True,-0.6585056833975651,0.09157107038644526
15,3,True,-0.48174398541844166,-0.4532029973699555
16,1,True,-0.9081421302495315,-0.32576467069118975
4,6,False,-0.3943144907802145,-0.2734094618894617
5,9,False,-0.8474781071919673,-0.3083157719027985
12,4,True,-0.34914847774191593,-0.0321680663090559
13,9,True,-0.6289734487186361,-0.12143254352360569
19,9,True,0.10569378034905634,-0.21740986609988744
4,2,False,-0.5563042807683898,-0.5816510507008514
5,8,False,-0.42325373078342887,-0.16735568525466948
4,4,False,-0.4387711031156596,-0.06102108464520806
17,9,True,-0.7665335584430218,-0.28185825342589826
12,3,True,-0.47466509902521614,-0.09539661111155937
4,10,False,-0.5189364684506002,-0.2876943746768255
18,9,True,-0.6276231518508885,-0.18890870087606848
4,1,False,-0.8146041712900115,-0.46487093353731235
16,3,True,-0.5634839067893902,0.08831310480823436
4,3,False,-0.4262175949290776,-0.18244231843427772
5,7,False,-0.5811188705507941,-0.24269025776651923
12,6,True,-0.46835202221778294,0.036027458235121324
